"","team","season","value_added","value_lost","net_value"
"559","ATL",2023,76.657,27.5775,49.0795
"560","BAL",2023,15.68,70.479999,-54.799999
"561","BUF",2023,36.690167,70.145,-33.454833
"562","CAR",2023,79.8925,79.750833,0.141666999999998
"563","CHI",2023,40.1525,38.2075,1.945
"564","CIN",2023,32.835,56.9325,-24.0975
"565","CLE",2023,51.4275,31.3725,20.055
"566","DAL",2023,7.265,37.5525,-30.2875
"567","DEN",2023,32.776667,31.6375,1.139167
"568","DET",2023,34.49,35.175,-0.684999999999995
"569","GB",2023,33.6725,20.4175,13.255
"570","HOU",2023,100.813333,68.8225,31.990833
"571","IND",2023,12.295,19.9875,-7.6925
"572","JAX",2023,34.21,51.67,-17.46
"573","KC",2023,11.12,58.0505,-46.9305
"574","LA",2023,45.15375,16.6175,28.53625
"575","LAC",2023,26.546666,40.79,-14.243334
"576","LV",2023,56.3325,50.57875,5.75375
"577","MIA",2023,52.84,85.626667,-32.786667
"578","MIN",2023,73.9125,106.86,-32.9475
"579","NE",2023,35.6025,19.4425,16.16
"580","NO",2023,25.59,20.1,5.49
"581","NYG",2023,64.635,57.798333,6.83666700000001
"582","NYJ",2023,41.875,43.860833,-1.985833
"583","PHI",2023,58.074166,33.0375,25.036666
"584","PIT",2023,52.931666,19.131,33.800666
"585","SEA",2023,36.625,54.306666,-17.681666
"586","SF",2023,44.03,72.472,-28.442
"587","TB",2023,14.11,18.665,-4.555
"588","TEN",2023,93.132,60.310833,32.821167
"589","WAS",2023,77.055999,42.8675,34.188499
